image_path,steering_angle
293.jpg,-8.170000
294.jpg,-8.170000
296.jpg,-8.070000
298.jpg,-7.870000
300.jpg,-7.870000
301.jpg,-7.870000
302.jpg,-7.760000
303.jpg,-7.760000
304.jpg,-7.660000
305.jpg,-7.660000
306.jpg,-7.660000
308.jpg,-7.660000
309.jpg,-7.660000
310.jpg,-7.660000
312.jpg,-7.660000
313.jpg,-7.660000
314.jpg,-7.660000
316.jpg,-7.060000
317.jpg,-6.450000
319.jpg,-6.050000
320.jpg,-6.050000
321.jpg,-6.050000
322.jpg,-6.050000
323.jpg,-5.950000
324.jpg,-5.650000
325.jpg,-5.650000
326.jpg,-5.650000
327.jpg,-5.650000
328.jpg,-5.650000
329.jpg,-5.650000
330.jpg,-5.650000
332.jpg,-5.650000
333.jpg,-5.550000
335.jpg,-5.340000
336.jpg,-5.040000
337.jpg,-4.740000
338.jpg,-4.440000
339.jpg,-4.240000
340.jpg,-4.240000
341.jpg,-4.240000
342.jpg,-4.240000
344.jpg,-4.240000
345.jpg,-4.030000
346.jpg,-3.930000
348.jpg,-3.930000
350.jpg,-3.930000
351.jpg,-3.930000
352.jpg,-3.530000
354.jpg,-3.230000
355.jpg,-2.920000
356.jpg,-2.220000
357.jpg,-1.710000
359.jpg,-0.910000
361.jpg,-1.210000
362.jpg,-1.210000
363.jpg,-1.210000
364.jpg,-1.110000
365.jpg,-1.010000
367.jpg,-0.610000
368.jpg,-0.300000
369.jpg,-0.100000
370.jpg,0.000000
371.jpg,0.200000
372.jpg,0.300000
373.jpg,0.300000
374.jpg,0.300000
375.jpg,0.400000
376.jpg,0.400000
377.jpg,0.400000
378.jpg,0.400000
380.jpg,1.610000
381.jpg,2.320000
383.jpg,0.000000
384.jpg,2.120000
385.jpg,2.120000
386.jpg,2.120000
387.jpg,2.220000
388.jpg,1.820000
389.jpg,1.610000
390.jpg,1.510000
391.jpg,1.510000
392.jpg,1.610000
394.jpg,1.610000
395.jpg,1.110000
396.jpg,0.000000
397.jpg,0.910000
399.jpg,0.610000
404.jpg,1.110000
405.jpg,1.010000
407.jpg,1.110000
408.jpg,1.610000
409.jpg,1.920000
410.jpg,1.710000
411.jpg,1.510000
413.jpg,1.610000
415.jpg,1.610000
416.jpg,2.020000
417.jpg,2.120000
418.jpg,2.120000
419.jpg,2.120000
420.jpg,1.920000
421.jpg,1.820000
422.jpg,1.820000
424.jpg,2.520000
425.jpg,2.720000
426.jpg,3.030000
427.jpg,3.030000
430.jpg,3.130000
432.jpg,3.330000
434.jpg,3.430000
435.jpg,3.430000
436.jpg,3.430000
437.jpg,3.530000
438.jpg,0.000000
439.jpg,3.730000
440.jpg,3.730000
441.jpg,3.730000
442.jpg,3.730000
443.jpg,3.730000
444.jpg,3.830000
445.jpg,3.930000
446.jpg,3.930000
447.jpg,3.930000
448.jpg,3.930000
449.jpg,3.930000
450.jpg,3.930000
451.jpg,3.930000
452.jpg,3.430000
453.jpg,3.030000
455.jpg,3.030000
458.jpg,2.320000
459.jpg,2.320000
460.jpg,2.220000
461.jpg,1.920000
462.jpg,1.820000
463.jpg,1.610000
465.jpg,1.510000
466.jpg,1.310000
467.jpg,1.310000
468.jpg,1.310000
469.jpg,1.310000
470.jpg,1.210000
471.jpg,1.210000
472.jpg,1.210000
473.jpg,1.210000
476.jpg,1.210000
477.jpg,1.210000
478.jpg,1.210000
479.jpg,1.210000
480.jpg,1.110000
482.jpg,1.010000
483.jpg,1.010000
484.jpg,0.910000
486.jpg,0.810000
488.jpg,0.810000
489.jpg,0.000000
490.jpg,0.810000
491.jpg,0.000000
492.jpg,1.010000
494.jpg,1.010000
495.jpg,1.010000
496.jpg,1.110000
497.jpg,1.110000
498.jpg,1.110000
499.jpg,1.110000
500.jpg,1.110000
501.jpg,1.110000
502.jpg,1.110000
503.jpg,1.110000
504.jpg,1.110000
505.jpg,0.810000
506.jpg,0.500000
509.jpg,0.000000
510.jpg,0.810000
511.jpg,1.010000
512.jpg,1.010000
514.jpg,0.710000
515.jpg,0.910000
516.jpg,0.910000
517.jpg,0.910000
518.jpg,1.010000
519.jpg,1.410000
520.jpg,1.610000
521.jpg,1.610000
524.jpg,1.920000
525.jpg,1.920000
526.jpg,2.220000
527.jpg,2.420000
528.jpg,2.420000
529.jpg,2.420000
530.jpg,2.720000
531.jpg,2.920000
532.jpg,2.920000
534.jpg,3.530000
535.jpg,3.830000
536.jpg,4.030000
537.jpg,4.130000
538.jpg,4.130000
539.jpg,4.130000
541.jpg,4.130000
542.jpg,4.240000
543.jpg,4.640000
544.jpg,5.750000
545.jpg,6.250000
546.jpg,6.550000
547.jpg,6.550000
549.jpg,7.160000
551.jpg,7.870000
552.jpg,8.370000
553.jpg,8.770000
554.jpg,9.080000
555.jpg,9.180000
556.jpg,9.680000
557.jpg,10.290000
558.jpg,10.690000
559.jpg,11.290000
560.jpg,11.500000
561.jpg,11.600000
562.jpg,11.600000
563.jpg,11.700000
564.jpg,11.900000
565.jpg,12.000000
566.jpg,12.000000
568.jpg,12.000000
569.jpg,12.000000
570.jpg,12.000000
572.jpg,12.100000
573.jpg,12.100000
574.jpg,12.100000
576.jpg,12.200000
577.jpg,0.000000
578.jpg,12.200000
579.jpg,12.200000
581.jpg,11.900000
584.jpg,11.500000
585.jpg,11.090000
587.jpg,10.990000
588.jpg,10.790000
589.jpg,10.590000
591.jpg,9.980000
593.jpg,9.380000
594.jpg,8.970000
596.jpg,8.770000
597.jpg,8.770000
598.jpg,8.770000
600.jpg,8.770000
601.jpg,8.770000
603.jpg,8.770000
604.jpg,8.770000
605.jpg,8.670000
606.jpg,8.670000
607.jpg,8.670000
608.jpg,8.670000
610.jpg,8.670000
611.jpg,8.670000
612.jpg,8.670000
613.jpg,0.000000
614.jpg,8.670000
615.jpg,8.670000
617.jpg,8.670000
618.jpg,8.670000
619.jpg,8.670000
620.jpg,8.670000
621.jpg,8.670000
623.jpg,8.670000
624.jpg,8.570000
626.jpg,8.570000
628.jpg,8.570000
629.jpg,8.570000
630.jpg,8.570000
631.jpg,8.570000
632.jpg,8.570000
633.jpg,8.570000
634.jpg,8.570000
636.jpg,8.570000
637.jpg,8.570000
638.jpg,8.570000
639.jpg,8.570000
640.jpg,8.470000
641.jpg,8.470000
642.jpg,8.470000
644.jpg,8.470000
645.jpg,8.370000
647.jpg,8.370000
648.jpg,8.370000
649.jpg,8.370000
650.jpg,8.370000
653.jpg,8.370000
656.jpg,8.370000
657.jpg,8.370000
659.jpg,8.370000
660.jpg,8.370000
661.jpg,8.370000
662.jpg,8.370000
664.jpg,8.570000
665.jpg,8.770000
666.jpg,8.770000
668.jpg,8.770000
669.jpg,8.870000
670.jpg,9.180000
671.jpg,9.380000
672.jpg,9.380000
673.jpg,9.380000
674.jpg,9.380000
675.jpg,9.380000
676.jpg,9.380000
677.jpg,9.380000
678.jpg,9.380000
679.jpg,9.380000
680.jpg,0.000000
682.jpg,9.380000
683.jpg,9.380000
684.jpg,9.380000
686.jpg,9.380000
687.jpg,9.380000
688.jpg,9.380000
689.jpg,9.380000
690.jpg,9.380000
691.jpg,9.380000
692.jpg,9.380000
693.jpg,9.380000
694.jpg,9.380000
695.jpg,9.380000
696.jpg,9.380000
697.jpg,9.380000
698.jpg,9.380000
699.jpg,9.380000
700.jpg,9.480000
701.jpg,9.480000
702.jpg,9.480000
703.jpg,9.480000
704.jpg,9.480000
705.jpg,9.480000
707.jpg,9.080000
708.jpg,8.770000
709.jpg,8.370000
710.jpg,8.270000
711.jpg,8.170000
712.jpg,8.170000
713.jpg,8.170000
714.jpg,8.070000
716.jpg,7.870000
717.jpg,7.660000
718.jpg,7.660000
719.jpg,7.660000
722.jpg,7.660000
723.jpg,7.660000
726.jpg,7.460000
727.jpg,0.000000
730.jpg,8.070000
731.jpg,8.070000
732.jpg,8.170000
733.jpg,8.170000
734.jpg,8.270000
736.jpg,8.470000
737.jpg,8.670000
738.jpg,8.770000
740.jpg,8.870000
742.jpg,8.970000
743.jpg,8.970000
744.jpg,9.080000
745.jpg,9.180000
746.jpg,9.280000
747.jpg,9.380000
749.jpg,9.380000
750.jpg,9.380000
752.jpg,9.380000
753.jpg,9.380000
754.jpg,9.380000
755.jpg,9.180000
756.jpg,8.870000
757.jpg,0.000000
758.jpg,8.770000
759.jpg,8.770000
760.jpg,8.870000
762.jpg,0.000000
763.jpg,8.870000
764.jpg,8.870000
765.jpg,9.080000
766.jpg,9.280000
768.jpg,9.380000
769.jpg,9.380000
770.jpg,9.580000
771.jpg,9.680000
772.jpg,9.680000
773.jpg,9.880000
774.jpg,10.080000
775.jpg,10.290000
776.jpg,10.290000
777.jpg,10.290000
778.jpg,10.290000
780.jpg,10.290000
781.jpg,10.290000
784.jpg,11.190000
785.jpg,11.190000
790.jpg,11.190000
792.jpg,0.000000
793.jpg,10.990000
796.jpg,10.180000
797.jpg,10.180000
799.jpg,10.180000
800.jpg,10.180000
802.jpg,10.180000
804.jpg,10.180000
805.jpg,10.180000
806.jpg,10.080000
807.jpg,9.880000
809.jpg,0.000000
810.jpg,8.970000
812.jpg,8.170000
814.jpg,7.160000
815.jpg,7.160000
816.jpg,7.160000
817.jpg,7.060000
818.jpg,7.060000
820.jpg,6.960000
821.jpg,6.860000
822.jpg,6.450000
823.jpg,6.450000
824.jpg,6.450000
825.jpg,6.450000
826.jpg,0.000000
827.jpg,6.350000
829.jpg,6.250000
830.jpg,6.250000
831.jpg,0.000000
832.jpg,6.250000
833.jpg,6.250000
834.jpg,6.250000
835.jpg,6.450000
836.jpg,7.260000
837.jpg,7.360000
840.jpg,7.360000
841.jpg,7.360000
843.jpg,7.360000
844.jpg,7.360000
846.jpg,7.360000
847.jpg,7.360000
850.jpg,7.360000
851.jpg,7.360000
852.jpg,7.360000
853.jpg,7.360000
854.jpg,7.360000
855.jpg,7.360000
856.jpg,7.360000
857.jpg,7.360000
858.jpg,7.460000
859.jpg,7.460000
861.jpg,7.870000
862.jpg,7.970000
863.jpg,8.170000
864.jpg,8.470000
868.jpg,9.180000
869.jpg,9.180000
870.jpg,9.180000
871.jpg,9.180000
872.jpg,9.180000
873.jpg,9.180000
874.jpg,9.180000
875.jpg,9.180000
876.jpg,9.180000
877.jpg,9.180000
878.jpg,0.000000
880.jpg,9.580000
881.jpg,9.580000
882.jpg,9.680000
883.jpg,9.680000
884.jpg,9.680000
886.jpg,9.880000
888.jpg,9.880000
889.jpg,9.880000
890.jpg,9.980000
891.jpg,9.980000
892.jpg,9.980000
893.jpg,9.980000
894.jpg,9.980000
895.jpg,10.080000
896.jpg,9.580000
897.jpg,9.480000
898.jpg,9.480000
899.jpg,9.480000
902.jpg,9.280000
903.jpg,9.180000
904.jpg,8.970000
907.jpg,8.570000
908.jpg,8.570000
909.jpg,8.870000
910.jpg,8.870000
911.jpg,8.970000
913.jpg,9.080000
914.jpg,9.180000
915.jpg,9.180000
916.jpg,9.180000
917.jpg,9.280000
919.jpg,9.380000
920.jpg,9.380000
922.jpg,9.380000
923.jpg,9.380000
924.jpg,9.380000
925.jpg,9.480000
926.jpg,9.480000
928.jpg,9.480000
929.jpg,9.480000
930.jpg,9.480000
932.jpg,9.480000
933.jpg,9.480000
934.jpg,9.380000
936.jpg,9.380000
937.jpg,9.180000
938.jpg,8.970000
940.jpg,8.170000
944.jpg,8.170000
945.jpg,8.170000
946.jpg,7.870000
947.jpg,7.660000
948.jpg,7.660000
949.jpg,7.360000
950.jpg,7.260000
951.jpg,7.160000
952.jpg,7.060000
953.jpg,6.960000
954.jpg,0.000000
955.jpg,6.860000
956.jpg,6.860000
957.jpg,6.860000
958.jpg,6.860000
959.jpg,6.860000
961.jpg,6.860000
962.jpg,6.960000
963.jpg,7.060000
964.jpg,7.060000
965.jpg,7.060000
966.jpg,7.160000
967.jpg,7.260000
968.jpg,7.360000
970.jpg,7.460000
971.jpg,7.460000
972.jpg,7.460000
973.jpg,0.000000
974.jpg,7.460000
975.jpg,7.460000
976.jpg,7.460000
977.jpg,7.460000
978.jpg,7.460000
979.jpg,7.460000
980.jpg,7.460000
981.jpg,7.660000
982.jpg,7.970000
983.jpg,8.170000
984.jpg,8.170000
986.jpg,8.270000
987.jpg,8.270000
988.jpg,8.270000
989.jpg,8.270000
990.jpg,8.270000
991.jpg,8.270000
992.jpg,8.270000
993.jpg,8.370000
994.jpg,8.370000
995.jpg,8.370000
996.jpg,8.470000
997.jpg,8.370000
998.jpg,8.370000
999.jpg,8.470000
1000.jpg,8.470000
1001.jpg,8.570000
1002.jpg,8.570000
1005.jpg,8.870000
1006.jpg,8.970000
1008.jpg,9.180000
1009.jpg,9.180000
1010.jpg,9.380000
1011.jpg,9.480000
1012.jpg,9.480000
1013.jpg,9.680000
1014.jpg,9.780000
1015.jpg,9.880000
1016.jpg,9.880000
1018.jpg,9.880000
1019.jpg,9.880000
1020.jpg,9.880000
1022.jpg,9.880000
1023.jpg,9.880000
1025.jpg,9.880000
1026.jpg,9.880000
1027.jpg,9.880000
1028.jpg,9.680000
1029.jpg,9.480000
1030.jpg,9.380000
1031.jpg,9.380000
1032.jpg,9.280000
1033.jpg,9.180000
1035.jpg,8.470000
1036.jpg,8.070000
1037.jpg,7.870000
1039.jpg,7.560000
1040.jpg,7.260000
1041.jpg,6.960000
1044.jpg,6.250000
1045.jpg,5.950000
1046.jpg,5.550000
1047.jpg,4.640000
1049.jpg,3.630000
1050.jpg,2.920000
1051.jpg,1.820000
1052.jpg,0.810000
1053.jpg,0.400000
1055.jpg,-0.810000
1057.jpg,-1.010000
1058.jpg,-1.010000
1059.jpg,-1.010000
1060.jpg,-1.210000
1061.jpg,-1.410000
1063.jpg,-1.820000
1064.jpg,-1.920000
1065.jpg,-1.920000
1066.jpg,-1.610000
1067.jpg,-1.410000
1068.jpg,-1.110000
1069.jpg,-0.300000
1070.jpg,0.200000
1071.jpg,0.400000
1072.jpg,0.400000
1073.jpg,0.710000
1075.jpg,1.310000
1076.jpg,1.610000
1077.jpg,1.820000
1078.jpg,2.020000
1079.jpg,2.220000
1080.jpg,2.220000
1081.jpg,2.320000
1082.jpg,2.320000
1083.jpg,2.320000
1084.jpg,2.320000
1085.jpg,2.320000
1086.jpg,2.220000
1087.jpg,2.220000
1088.jpg,2.120000
1089.jpg,2.120000
1090.jpg,2.120000
1091.jpg,2.120000
1093.jpg,1.610000
1094.jpg,1.610000
1095.jpg,1.610000
1096.jpg,1.610000
1098.jpg,1.610000
1099.jpg,1.610000
1100.jpg,2.720000
1101.jpg,2.820000
1102.jpg,2.820000
1103.jpg,2.820000
1104.jpg,0.000000
1105.jpg,2.920000
1106.jpg,2.920000
1107.jpg,2.920000
1108.jpg,2.920000
1109.jpg,2.620000
1110.jpg,2.420000
1111.jpg,2.320000
1112.jpg,2.420000
1113.jpg,2.420000
1114.jpg,2.420000
1115.jpg,2.620000
1116.jpg,2.920000
1117.jpg,2.820000
1118.jpg,2.420000
1119.jpg,2.420000
1121.jpg,2.420000
1122.jpg,2.420000
1123.jpg,2.720000
1124.jpg,2.920000
1125.jpg,2.920000
1127.jpg,2.920000
1128.jpg,2.920000
1129.jpg,2.920000
1130.jpg,2.920000
1131.jpg,2.920000
1132.jpg,2.920000
1133.jpg,2.920000
1134.jpg,2.920000
1136.jpg,2.820000
1137.jpg,2.720000
1138.jpg,2.620000
1139.jpg,2.620000
1140.jpg,2.620000
1141.jpg,2.620000
1142.jpg,2.620000
1143.jpg,2.620000
1145.jpg,2.620000
1146.jpg,2.620000
1147.jpg,2.620000
1148.jpg,2.520000
1149.jpg,2.420000
1150.jpg,2.320000
1151.jpg,2.020000
1152.jpg,1.410000
1153.jpg,0.910000
1154.jpg,0.400000
1157.jpg,-0.100000
1158.jpg,0.000000
1160.jpg,0.610000
1161.jpg,0.810000
1162.jpg,0.810000
1163.jpg,0.810000
1164.jpg,0.810000
1165.jpg,0.810000
1166.jpg,0.810000
1167.jpg,0.810000
1168.jpg,0.810000
1169.jpg,0.810000
1171.jpg,0.810000
1172.jpg,0.710000
1173.jpg,0.710000
1174.jpg,0.710000
1175.jpg,0.710000
1176.jpg,0.810000
1177.jpg,1.110000
1179.jpg,1.610000
1180.jpg,1.610000
1181.jpg,1.610000
1182.jpg,1.610000
1184.jpg,1.820000
1185.jpg,0.000000
1186.jpg,1.820000
1187.jpg,1.820000
1188.jpg,1.820000
1189.jpg,1.610000
1190.jpg,0.000000
1191.jpg,1.210000
1192.jpg,1.210000
1193.jpg,0.000000
1194.jpg,1.410000
1195.jpg,0.000000
1196.jpg,1.710000
1198.jpg,1.710000
1199.jpg,1.710000
1200.jpg,1.710000
1201.jpg,1.710000
1202.jpg,1.710000
1203.jpg,0.000000
1204.jpg,1.710000
1205.jpg,1.710000
1206.jpg,1.710000
1207.jpg,1.820000
1208.jpg,2.020000
1209.jpg,0.000000
1210.jpg,2.720000
1211.jpg,2.720000
1212.jpg,2.720000
1214.jpg,2.720000
1216.jpg,2.420000
1217.jpg,2.420000
1218.jpg,2.320000
1219.jpg,2.220000
1220.jpg,2.120000
1221.jpg,2.120000
1222.jpg,2.020000
1223.jpg,2.020000
1224.jpg,2.020000
1226.jpg,2.020000
1227.jpg,2.020000
1229.jpg,0.000000
1230.jpg,1.920000
1232.jpg,1.920000
1233.jpg,1.920000
1234.jpg,1.920000
1235.jpg,1.820000
1236.jpg,1.710000
1237.jpg,1.610000
1238.jpg,1.610000
1239.jpg,1.710000
1240.jpg,1.710000
1241.jpg,1.710000
1242.jpg,1.710000
1243.jpg,1.710000
1244.jpg,1.710000
1246.jpg,1.710000
1247.jpg,1.710000
1248.jpg,1.710000
1249.jpg,1.710000
1250.jpg,1.710000
1251.jpg,1.710000
1252.jpg,1.710000
1253.jpg,1.710000
1254.jpg,1.610000
1255.jpg,1.610000
1256.jpg,1.610000
1257.jpg,1.510000
1259.jpg,1.510000
1260.jpg,1.510000
1261.jpg,1.410000
1262.jpg,1.310000
1263.jpg,1.310000
1264.jpg,1.310000
1265.jpg,1.310000
1267.jpg,1.310000
1268.jpg,1.310000
1269.jpg,1.310000
1270.jpg,1.310000
1271.jpg,1.310000
1273.jpg,1.510000
1274.jpg,1.510000
1275.jpg,1.510000
1276.jpg,1.510000
1277.jpg,1.510000
1278.jpg,1.510000
1279.jpg,1.510000
1280.jpg,1.510000
1281.jpg,1.410000
1282.jpg,1.410000
1283.jpg,1.410000
1284.jpg,0.000000
1286.jpg,1.410000
1288.jpg,1.410000
1289.jpg,1.410000
1290.jpg,1.410000
1291.jpg,1.410000
1292.jpg,1.310000
1294.jpg,1.310000
1295.jpg,1.310000
1296.jpg,1.310000
1297.jpg,1.310000
1299.jpg,1.310000
1301.jpg,1.210000
1302.jpg,1.210000
1303.jpg,0.710000
1305.jpg,-0.810000
1307.jpg,-1.210000
1308.jpg,-1.210000
1310.jpg,-0.810000
1311.jpg,-0.710000
1314.jpg,-0.500000
1315.jpg,-0.300000
1316.jpg,-0.300000
1317.jpg,-0.300000
1318.jpg,-0.300000
1319.jpg,-0.300000
1320.jpg,-0.300000
1322.jpg,-0.300000
1323.jpg,-0.300000
1324.jpg,-0.300000
1325.jpg,-0.400000
1328.jpg,-0.810000
1329.jpg,-0.810000
1330.jpg,-0.810000
1331.jpg,-0.710000
1332.jpg,-0.610000
1333.jpg,-0.610000
1334.jpg,-0.500000
1335.jpg,-0.610000
1336.jpg,-0.500000
1337.jpg,-0.500000
1338.jpg,-0.500000
1339.jpg,-0.500000
1340.jpg,0.200000
1341.jpg,0.200000
1342.jpg,0.200000
1343.jpg,0.200000
1344.jpg,0.100000
1346.jpg,0.300000
1348.jpg,1.510000
1349.jpg,2.120000
1350.jpg,0.000000
1351.jpg,2.420000
1352.jpg,2.420000
1353.jpg,2.420000
1354.jpg,2.420000
1356.jpg,2.420000
1358.jpg,2.320000
1359.jpg,2.120000
1361.jpg,2.020000
1362.jpg,2.020000
1363.jpg,2.220000
1364.jpg,2.420000
1365.jpg,0.000000
1366.jpg,2.420000
1367.jpg,2.620000
1368.jpg,2.920000
1370.jpg,4.540000
1371.jpg,4.640000
1372.jpg,4.640000
1373.jpg,4.640000
1374.jpg,4.940000
1375.jpg,5.240000
1376.jpg,5.450000
1377.jpg,5.550000
1378.jpg,5.550000
1379.jpg,5.550000
1380.jpg,5.550000
1382.jpg,5.450000
1383.jpg,5.450000
1384.jpg,5.450000
1386.jpg,5.450000
1387.jpg,5.450000
1388.jpg,5.450000
1389.jpg,5.450000
1390.jpg,5.450000
1392.jpg,5.040000
1393.jpg,4.940000
1394.jpg,4.840000
1395.jpg,4.840000
1396.jpg,4.840000
1397.jpg,4.840000
1398.jpg,4.640000
1399.jpg,4.540000
1400.jpg,4.240000
1401.jpg,4.130000
1403.jpg,4.130000
1404.jpg,4.130000
1405.jpg,4.130000
1406.jpg,4.130000
1407.jpg,0.000000
1408.jpg,4.130000
1409.jpg,4.130000
1410.jpg,4.130000
1411.jpg,4.130000
1412.jpg,4.130000
1413.jpg,4.130000
1414.jpg,4.130000
1415.jpg,4.130000
1416.jpg,4.130000
1417.jpg,4.130000
1418.jpg,4.130000
1419.jpg,4.130000
1422.jpg,4.130000
1423.jpg,4.130000
1425.jpg,4.130000
1427.jpg,4.130000
1428.jpg,4.130000
1429.jpg,4.130000
1430.jpg,4.030000
1431.jpg,4.030000
1432.jpg,4.030000
1433.jpg,4.030000
1436.jpg,4.030000
1437.jpg,4.030000
1438.jpg,4.030000
1439.jpg,4.030000
1440.jpg,4.030000
1441.jpg,4.030000
1442.jpg,4.030000
1443.jpg,4.030000
1444.jpg,4.030000
1445.jpg,4.030000
1446.jpg,4.030000
1447.jpg,4.030000
1448.jpg,4.030000
1449.jpg,4.030000
1450.jpg,4.030000
1451.jpg,0.000000
1453.jpg,3.930000
1455.jpg,3.930000
1456.jpg,3.930000
1457.jpg,3.930000
1458.jpg,3.930000
1459.jpg,3.930000
1460.jpg,3.930000
1461.jpg,3.930000
1462.jpg,3.930000
1463.jpg,3.930000
1464.jpg,3.930000
1465.jpg,3.930000
1466.jpg,3.930000
1467.jpg,0.000000
1469.jpg,3.930000
1470.jpg,3.930000
1473.jpg,3.830000
1474.jpg,3.830000
1475.jpg,3.830000
1476.jpg,3.830000
1477.jpg,3.830000
1478.jpg,3.830000
1479.jpg,3.830000
1480.jpg,3.830000
1481.jpg,3.830000
1482.jpg,3.830000
1483.jpg,3.830000
1484.jpg,3.830000
1485.jpg,3.830000
1486.jpg,3.830000
1487.jpg,3.830000
1488.jpg,3.530000
1489.jpg,3.430000
