image_path,steering_angle
131.jpg,0.91
132.jpg,0.91
134.jpg,0.91
136.jpg,0.91
137.jpg,0.91
139.jpg,0.3
140.jpg,1.51
142.jpg,2.22
143.jpg,2.32
146.jpg,2.32
147.jpg,2.32
148.jpg,2.32
149.jpg,2.32
150.jpg,2.32
151.jpg,0.0
152.jpg,2.62
153.jpg,2.72
154.jpg,4.03
155.jpg,4.03
157.jpg,4.03
158.jpg,4.03
159.jpg,4.03
160.jpg,4.03
161.jpg,4.03
162.jpg,4.03
163.jpg,4.03
164.jpg,4.03
166.jpg,4.03
167.jpg,3.73
168.jpg,3.63
169.jpg,3.63
170.jpg,3.63
171.jpg,3.53
172.jpg,3.43
173.jpg,3.33
174.jpg,3.23
175.jpg,3.23
176.jpg,3.13
177.jpg,3.03
178.jpg,2.92
179.jpg,2.72
182.jpg,2.52
183.jpg,2.42
184.jpg,2.42
185.jpg,2.32
186.jpg,2.12
187.jpg,1.92
188.jpg,1.51
189.jpg,1.21
190.jpg,0.91
191.jpg,0.91
192.jpg,0.91
194.jpg,0.91
195.jpg,0.81
196.jpg,0.71
197.jpg,-0.1
198.jpg,-0.71
199.jpg,-1.01
201.jpg,-1.31
202.jpg,-1.51
203.jpg,-1.92
206.jpg,-2.62
207.jpg,-2.62
208.jpg,-2.62
210.jpg,-2.62
211.jpg,-2.62
212.jpg,-2.62
215.jpg,-2.62
216.jpg,-2.62
217.jpg,-2.62
218.jpg,-2.62
220.jpg,-2.62
222.jpg,0.0
223.jpg,-2.62
224.jpg,-2.62
225.jpg,-2.62
226.jpg,-2.62
227.jpg,-2.62
229.jpg,-2.62
231.jpg,-2.82
232.jpg,-3.43
233.jpg,-3.53
234.jpg,-3.53
235.jpg,-3.53
240.jpg,-5.45
242.jpg,-4.84
243.jpg,-4.74
244.jpg,-4.74
245.jpg,-4.74
247.jpg,-4.64
249.jpg,-4.64
250.jpg,-4.64
252.jpg,-4.64
253.jpg,-4.64
254.jpg,-4.64
255.jpg,-4.64
256.jpg,-4.64
257.jpg,-4.64
259.jpg,-4.64
260.jpg,-4.64
261.jpg,-4.64
262.jpg,-4.74
263.jpg,-5.04
264.jpg,-5.14
265.jpg,-5.24
267.jpg,-5.34
268.jpg,-5.34
269.jpg,-5.34
270.jpg,-5.34
271.jpg,-5.34
272.jpg,-5.34
274.jpg,-5.34
275.jpg,-5.34
276.jpg,-5.34
277.jpg,-5.24
278.jpg,-5.45
280.jpg,-5.55
281.jpg,-5.55
282.jpg,-5.55
283.jpg,-5.55
284.jpg,-5.55
286.jpg,-5.95
287.jpg,-6.35
288.jpg,-7.26
289.jpg,-7.66
290.jpg,-8.17
291.jpg,-8.17
292.jpg,-8.17
293.jpg,-8.17
294.jpg,-8.17
296.jpg,-8.07
298.jpg,-7.87
300.jpg,-7.87
301.jpg,-7.87
302.jpg,-7.76
303.jpg,-7.76
304.jpg,-7.66
305.jpg,-7.66
306.jpg,-7.66
308.jpg,-7.66
309.jpg,-7.66
310.jpg,-7.66
312.jpg,-7.66
313.jpg,-7.66
314.jpg,-7.66
316.jpg,-7.06
317.jpg,-6.45
319.jpg,-6.05
320.jpg,-6.05
321.jpg,-6.05
322.jpg,-6.05
323.jpg,-5.95
324.jpg,-5.65
325.jpg,-5.65
326.jpg,-5.65
327.jpg,-5.65
328.jpg,-5.65
329.jpg,-5.65
330.jpg,-5.65
332.jpg,-5.65
333.jpg,-5.55
335.jpg,-5.34
336.jpg,-5.04
337.jpg,-4.74
338.jpg,-4.44
339.jpg,-4.24
340.jpg,-4.24
341.jpg,-4.24
342.jpg,-4.24
344.jpg,-4.24
345.jpg,-4.03
346.jpg,-3.93
348.jpg,-3.93
350.jpg,-3.93
351.jpg,-3.93
352.jpg,-3.53
354.jpg,-3.23
355.jpg,-2.92
356.jpg,-2.22
357.jpg,-1.71
359.jpg,-0.91
361.jpg,-1.21
362.jpg,-1.21
363.jpg,-1.21
364.jpg,-1.11
365.jpg,-1.01
367.jpg,-0.61
368.jpg,-0.3
369.jpg,-0.1
370.jpg,0.0
371.jpg,0.2
372.jpg,0.3
373.jpg,0.3
374.jpg,0.3
375.jpg,0.4
376.jpg,0.4
377.jpg,0.4
378.jpg,0.4
380.jpg,1.61
381.jpg,2.32
383.jpg,0.0
384.jpg,2.12
385.jpg,2.12
386.jpg,2.12
387.jpg,2.22
388.jpg,1.82
389.jpg,1.61
390.jpg,1.51
391.jpg,1.51
392.jpg,1.61
394.jpg,1.61
395.jpg,1.11
396.jpg,0.0
397.jpg,0.91
399.jpg,0.61
404.jpg,1.11
405.jpg,1.01
407.jpg,1.11
408.jpg,1.61
409.jpg,1.92
410.jpg,1.71
411.jpg,1.51
413.jpg,1.61
415.jpg,1.61
416.jpg,2.02
417.jpg,2.12
418.jpg,2.12
419.jpg,2.12
420.jpg,1.92
421.jpg,1.82
422.jpg,1.82
424.jpg,2.52
425.jpg,2.72
426.jpg,3.03
427.jpg,3.03
430.jpg,3.13
432.jpg,3.33
434.jpg,3.43
435.jpg,3.43
436.jpg,3.43
437.jpg,3.53
438.jpg,0.0
439.jpg,3.73
440.jpg,3.73
441.jpg,3.73
442.jpg,3.73
443.jpg,3.73
444.jpg,3.83
445.jpg,3.93
446.jpg,3.93
447.jpg,3.93
448.jpg,3.93
449.jpg,3.93
450.jpg,3.93
451.jpg,3.93
452.jpg,3.43
453.jpg,3.03
455.jpg,3.03
458.jpg,2.32
459.jpg,2.32
460.jpg,2.22
461.jpg,1.92
462.jpg,1.82
463.jpg,1.61
465.jpg,1.51
466.jpg,1.31
467.jpg,1.31
468.jpg,1.31
469.jpg,1.31
470.jpg,1.21
471.jpg,1.21
472.jpg,1.21
473.jpg,1.21
476.jpg,1.21
477.jpg,1.21
478.jpg,1.21
479.jpg,1.21
480.jpg,1.11
482.jpg,1.01
483.jpg,1.01
484.jpg,0.91
486.jpg,0.81
488.jpg,0.81
489.jpg,0.0
490.jpg,0.81
491.jpg,0.0
492.jpg,1.01
494.jpg,1.01
495.jpg,1.01
496.jpg,1.11
497.jpg,1.11
498.jpg,1.11
499.jpg,1.11
500.jpg,1.11
501.jpg,1.11
502.jpg,1.11
503.jpg,1.11
504.jpg,1.11
505.jpg,0.81
506.jpg,0.5
509.jpg,0.0
510.jpg,0.81
511.jpg,1.01
512.jpg,1.01
514.jpg,0.71
515.jpg,0.91
516.jpg,0.91
517.jpg,0.91
518.jpg,1.01
519.jpg,1.41
520.jpg,1.61
521.jpg,1.61
524.jpg,1.92
525.jpg,1.92
526.jpg,2.22
527.jpg,2.42
528.jpg,2.42
529.jpg,2.42
530.jpg,2.72
531.jpg,2.92
532.jpg,2.92
534.jpg,3.53
535.jpg,3.83
536.jpg,4.03
537.jpg,4.13
538.jpg,4.13
539.jpg,4.13
541.jpg,4.13
542.jpg,4.24
543.jpg,4.64
544.jpg,5.75
545.jpg,6.25
546.jpg,6.55
547.jpg,6.55
549.jpg,7.16
551.jpg,7.87
552.jpg,8.37
553.jpg,8.77
554.jpg,9.08
555.jpg,9.18
556.jpg,9.68
557.jpg,10.29
558.jpg,10.69
559.jpg,11.29
560.jpg,11.5
561.jpg,11.6
562.jpg,11.6
563.jpg,11.7
564.jpg,11.9
565.jpg,12.0
566.jpg,12.0
568.jpg,12.0
569.jpg,12.0
570.jpg,12.0
572.jpg,12.1
573.jpg,12.1
574.jpg,12.1
576.jpg,12.2
577.jpg,0.0
578.jpg,12.2
579.jpg,12.2
581.jpg,11.9
584.jpg,11.5
585.jpg,11.09
587.jpg,10.99
588.jpg,10.79
589.jpg,10.59
591.jpg,9.98
593.jpg,9.38
594.jpg,8.97
596.jpg,8.77
597.jpg,8.77
598.jpg,8.77
600.jpg,8.77
601.jpg,8.77
603.jpg,8.77
604.jpg,8.77
605.jpg,8.67
606.jpg,8.67
607.jpg,8.67
608.jpg,8.67
610.jpg,8.67
611.jpg,8.67
612.jpg,8.67
613.jpg,0.0
614.jpg,8.67
615.jpg,8.67
617.jpg,8.67
618.jpg,8.67
619.jpg,8.67
620.jpg,8.67
621.jpg,8.67
623.jpg,8.67
624.jpg,8.57
626.jpg,8.57
628.jpg,8.57
629.jpg,8.57
630.jpg,8.57
631.jpg,8.57
632.jpg,8.57
633.jpg,8.57
634.jpg,8.57
636.jpg,8.57
637.jpg,8.57
638.jpg,8.57
639.jpg,8.57
640.jpg,8.47
641.jpg,8.47
642.jpg,8.47
644.jpg,8.47
645.jpg,8.37
647.jpg,8.37
648.jpg,8.37
649.jpg,8.37
650.jpg,8.37
653.jpg,8.37
656.jpg,8.37
657.jpg,8.37
659.jpg,8.37
660.jpg,8.37
661.jpg,8.37
662.jpg,8.37
664.jpg,8.57
665.jpg,8.77
666.jpg,8.77
668.jpg,8.77
669.jpg,8.87
670.jpg,9.18
671.jpg,9.38
672.jpg,9.38
673.jpg,9.38
674.jpg,9.38
675.jpg,9.38
676.jpg,9.38
677.jpg,9.38
678.jpg,9.38
679.jpg,9.38
680.jpg,0.0
682.jpg,9.38
683.jpg,9.38
684.jpg,9.38
686.jpg,9.38
687.jpg,9.38
688.jpg,9.38
689.jpg,9.38
690.jpg,9.38
691.jpg,9.38
692.jpg,9.38
693.jpg,9.38
694.jpg,9.38
695.jpg,9.38
696.jpg,9.38
697.jpg,9.38
698.jpg,9.38
699.jpg,9.38
700.jpg,9.48
701.jpg,9.48
702.jpg,9.48
703.jpg,9.48
704.jpg,9.48
705.jpg,9.48
707.jpg,9.08
708.jpg,8.77
709.jpg,8.37
710.jpg,8.27
711.jpg,8.17
712.jpg,8.17
713.jpg,8.17
714.jpg,8.07
716.jpg,7.87
717.jpg,7.66
718.jpg,7.66
719.jpg,7.66
722.jpg,7.66
723.jpg,7.66
726.jpg,7.46
727.jpg,0.0
730.jpg,8.07
731.jpg,8.07
732.jpg,8.17
733.jpg,8.17
734.jpg,8.27
736.jpg,8.47
737.jpg,8.67
738.jpg,8.77
740.jpg,8.87
742.jpg,8.97
743.jpg,8.97
744.jpg,9.08
745.jpg,9.18
746.jpg,9.28
747.jpg,9.38
749.jpg,9.38
750.jpg,9.38
752.jpg,9.38
753.jpg,9.38
754.jpg,9.38
755.jpg,9.18
756.jpg,8.87
757.jpg,0.0
758.jpg,8.77
759.jpg,8.77
760.jpg,8.87
762.jpg,0.0
763.jpg,8.87
764.jpg,8.87
765.jpg,9.08
766.jpg,9.28
768.jpg,9.38
769.jpg,9.38
770.jpg,9.58
771.jpg,9.68
772.jpg,9.68
773.jpg,9.88
774.jpg,10.08
775.jpg,10.29
776.jpg,10.29
777.jpg,10.29
778.jpg,10.29
780.jpg,10.29
781.jpg,10.29
784.jpg,11.19
785.jpg,11.19
790.jpg,11.19
792.jpg,0.0
793.jpg,10.99
796.jpg,10.18
797.jpg,10.18
799.jpg,10.18
800.jpg,10.18
802.jpg,10.18
804.jpg,10.18
805.jpg,10.18
806.jpg,10.08
807.jpg,9.88
809.jpg,0.0
810.jpg,8.97
812.jpg,8.17
814.jpg,7.16
815.jpg,7.16
816.jpg,7.16
817.jpg,7.06
818.jpg,7.06
820.jpg,6.96
821.jpg,6.86
822.jpg,6.45
823.jpg,6.45
824.jpg,6.45
825.jpg,6.45
826.jpg,0.0
827.jpg,6.35
829.jpg,6.25
830.jpg,6.25
831.jpg,0.0
832.jpg,6.25
833.jpg,6.25
834.jpg,6.25
835.jpg,6.45
836.jpg,7.26
837.jpg,7.36
840.jpg,7.36
841.jpg,7.36
843.jpg,7.36
844.jpg,7.36
846.jpg,7.36
847.jpg,7.36
850.jpg,7.36
851.jpg,7.36
852.jpg,7.36
853.jpg,7.36
854.jpg,7.36
855.jpg,7.36
856.jpg,7.36
857.jpg,7.36
858.jpg,7.46
859.jpg,7.46
861.jpg,7.87
862.jpg,7.97
863.jpg,8.17
864.jpg,8.47
868.jpg,9.18
869.jpg,9.18
870.jpg,9.18
871.jpg,9.18
872.jpg,9.18
873.jpg,9.18
874.jpg,9.18
875.jpg,9.18
876.jpg,9.18
877.jpg,9.18
878.jpg,0.0
880.jpg,9.58
881.jpg,9.58
882.jpg,9.68
883.jpg,9.68
884.jpg,9.68
886.jpg,9.88
888.jpg,9.88
889.jpg,9.88
890.jpg,9.98
891.jpg,9.98
892.jpg,9.98
893.jpg,9.98
894.jpg,9.98
895.jpg,10.08
896.jpg,9.58
897.jpg,9.48
898.jpg,9.48
899.jpg,9.48
902.jpg,9.28
903.jpg,9.18
904.jpg,8.97
907.jpg,8.57
908.jpg,8.57
909.jpg,8.87
910.jpg,8.87
911.jpg,8.97
913.jpg,9.08
914.jpg,9.18
915.jpg,9.18
916.jpg,9.18
917.jpg,9.28
919.jpg,9.38
920.jpg,9.38
922.jpg,9.38
923.jpg,9.38
924.jpg,9.38
925.jpg,9.48
926.jpg,9.48
928.jpg,9.48
929.jpg,9.48
930.jpg,9.48
932.jpg,9.48
933.jpg,9.48
934.jpg,9.38
936.jpg,9.38
937.jpg,9.18
938.jpg,8.97
940.jpg,8.17
944.jpg,8.17
945.jpg,8.17
946.jpg,7.87
947.jpg,7.66
948.jpg,7.66
949.jpg,7.36
950.jpg,7.26
951.jpg,7.16
952.jpg,7.06
953.jpg,6.96
954.jpg,0.0
955.jpg,6.86
956.jpg,6.86
957.jpg,6.86
958.jpg,6.86
959.jpg,6.86
961.jpg,6.86
962.jpg,6.96
963.jpg,7.06
964.jpg,7.06
965.jpg,7.06
966.jpg,7.16
967.jpg,7.26
968.jpg,7.36
970.jpg,7.46
971.jpg,7.46
972.jpg,7.46
973.jpg,0.0
974.jpg,7.46
975.jpg,7.46
976.jpg,7.46
977.jpg,7.46
978.jpg,7.46
979.jpg,7.46
980.jpg,7.46
981.jpg,7.66
982.jpg,7.97
983.jpg,8.17
984.jpg,8.17
986.jpg,8.27
987.jpg,8.27
988.jpg,8.27
989.jpg,8.27
990.jpg,8.27
991.jpg,8.27
992.jpg,8.27
993.jpg,8.37
994.jpg,8.37
995.jpg,8.37
996.jpg,8.47
997.jpg,8.37
998.jpg,8.37
999.jpg,8.47
1000.jpg,8.47
1001.jpg,8.57
1002.jpg,8.57
1005.jpg,8.87
1006.jpg,8.97
1008.jpg,9.18
1009.jpg,9.18
1010.jpg,9.38
1011.jpg,9.48
1012.jpg,9.48
1013.jpg,9.68
1014.jpg,9.78
1015.jpg,9.88
1016.jpg,9.88
1018.jpg,9.88
1019.jpg,9.88
1020.jpg,9.88
1022.jpg,9.88
1023.jpg,9.88
1025.jpg,9.88
1026.jpg,9.88
1027.jpg,9.88
1028.jpg,9.68
1029.jpg,9.48
1030.jpg,9.38
1031.jpg,9.38
1032.jpg,9.28
1033.jpg,9.18
1035.jpg,8.47
1036.jpg,8.07
1037.jpg,7.87
1039.jpg,7.56
1040.jpg,7.26
1041.jpg,6.96
1044.jpg,6.25
1045.jpg,5.95
1046.jpg,5.55
1047.jpg,4.64
1049.jpg,3.63
1050.jpg,2.92
1051.jpg,1.82
1052.jpg,0.81
1053.jpg,0.4
1055.jpg,-0.81
1057.jpg,-1.01
1058.jpg,-1.01
1059.jpg,-1.01
1060.jpg,-1.21
1061.jpg,-1.41
1063.jpg,-1.82
1064.jpg,-1.92
1065.jpg,-1.92
1066.jpg,-1.61
1067.jpg,-1.41
1068.jpg,-1.11
1069.jpg,-0.3
1070.jpg,0.2
1071.jpg,0.4
1072.jpg,0.4
1073.jpg,0.71
1075.jpg,1.31
1076.jpg,1.61
1077.jpg,1.82
1078.jpg,2.02
1079.jpg,2.22
1080.jpg,2.22
1081.jpg,2.32
1082.jpg,2.32
1083.jpg,2.32
1084.jpg,2.32
1085.jpg,2.32
1086.jpg,2.22
1087.jpg,2.22
1088.jpg,2.12
1089.jpg,2.12
1090.jpg,2.12
1091.jpg,2.12
1093.jpg,1.61
1094.jpg,1.61
1095.jpg,1.61
1096.jpg,1.61
1098.jpg,1.61
1099.jpg,1.61
1100.jpg,2.72
1101.jpg,2.82
1102.jpg,2.82
1103.jpg,2.82
1104.jpg,0.0
1105.jpg,2.92
1106.jpg,2.92
1107.jpg,2.92
1108.jpg,2.92
1109.jpg,2.62
1110.jpg,2.42
1111.jpg,2.32
1112.jpg,2.42
1113.jpg,2.42
1114.jpg,2.42
1115.jpg,2.62
1116.jpg,2.92
1117.jpg,2.82
1118.jpg,2.42
1119.jpg,2.42
1121.jpg,2.42
1122.jpg,2.42
1123.jpg,2.72
1124.jpg,2.92
1125.jpg,2.92
1127.jpg,2.92
1128.jpg,2.92
1129.jpg,2.92
1130.jpg,2.92
1131.jpg,2.92
1132.jpg,2.92
1133.jpg,2.92
1134.jpg,2.92
1136.jpg,2.82
1137.jpg,2.72
1138.jpg,2.62
1139.jpg,2.62
1140.jpg,2.62
1141.jpg,2.62
1142.jpg,2.62
1143.jpg,2.62
1145.jpg,2.62
1146.jpg,2.62
1147.jpg,2.62
1148.jpg,2.52
1149.jpg,2.42
1150.jpg,2.32
1151.jpg,2.02
1152.jpg,1.41
1153.jpg,0.91
1154.jpg,0.4
1157.jpg,-0.1
1158.jpg,0.0
1160.jpg,0.61
1161.jpg,0.81
1162.jpg,0.81
1163.jpg,0.81
1164.jpg,0.81
1165.jpg,0.81
1166.jpg,0.81
1167.jpg,0.81
1168.jpg,0.81
1169.jpg,0.81
1171.jpg,0.81
1172.jpg,0.71
1173.jpg,0.71
1174.jpg,0.71
1175.jpg,0.71
1176.jpg,0.81
1177.jpg,1.11
1179.jpg,1.61
1180.jpg,1.61
1181.jpg,1.61
1182.jpg,1.61
1184.jpg,1.82
1185.jpg,0.0
1186.jpg,1.82
1187.jpg,1.82
1188.jpg,1.82
1189.jpg,1.61
1190.jpg,0.0
1191.jpg,1.21
1192.jpg,1.21
1193.jpg,0.0
1194.jpg,1.41
1195.jpg,0.0
1196.jpg,1.71
1198.jpg,1.71
1199.jpg,1.71
1200.jpg,1.71
1201.jpg,1.71
1202.jpg,1.71
1203.jpg,0.0
1204.jpg,1.71
1205.jpg,1.71
1206.jpg,1.71
1207.jpg,1.82
1208.jpg,2.02
1209.jpg,0.0
1210.jpg,2.72
1211.jpg,2.72
1212.jpg,2.72
1214.jpg,2.72
1216.jpg,2.42
1217.jpg,2.42
1218.jpg,2.32
1219.jpg,2.22
1220.jpg,2.12
1221.jpg,2.12
1222.jpg,2.02
1223.jpg,2.02
1224.jpg,2.02
1226.jpg,2.02
1227.jpg,2.02
1229.jpg,0.0
1230.jpg,1.92
1232.jpg,1.92
1233.jpg,1.92
1234.jpg,1.92
1235.jpg,1.82
1236.jpg,1.71
1237.jpg,1.61
1238.jpg,1.61
1239.jpg,1.71
1240.jpg,1.71
1241.jpg,1.71
1242.jpg,1.71
1243.jpg,1.71
1244.jpg,1.71
1246.jpg,1.71
1247.jpg,1.71
1248.jpg,1.71
1249.jpg,1.71
1250.jpg,1.71
1251.jpg,1.71
1252.jpg,1.71
1253.jpg,1.71
1254.jpg,1.61
1255.jpg,1.61
1256.jpg,1.61
1257.jpg,1.51
1259.jpg,1.51
1260.jpg,1.51
1261.jpg,1.41
1262.jpg,1.31
1263.jpg,1.31
1264.jpg,1.31
1265.jpg,1.31
1267.jpg,1.31
1268.jpg,1.31
1269.jpg,1.31
1270.jpg,1.31
1271.jpg,1.31
1273.jpg,1.51
1274.jpg,1.51
1275.jpg,1.51
1276.jpg,1.51
1277.jpg,1.51
1278.jpg,1.51
1279.jpg,1.51
1280.jpg,1.51
1281.jpg,1.41
1282.jpg,1.41
1283.jpg,1.41
1284.jpg,0.0
1286.jpg,1.41
1288.jpg,1.41
1289.jpg,1.41
1290.jpg,1.41
1291.jpg,1.41
1292.jpg,1.31
1294.jpg,1.31
1295.jpg,1.31
1296.jpg,1.31
1297.jpg,1.31
1299.jpg,1.31
1301.jpg,1.21
1302.jpg,1.21
1303.jpg,0.71
1305.jpg,-0.81
1307.jpg,-1.21
1308.jpg,-1.21
1310.jpg,-0.81
1311.jpg,-0.71
1314.jpg,-0.5
1315.jpg,-0.3
1316.jpg,-0.3
1317.jpg,-0.3
1318.jpg,-0.3
1319.jpg,-0.3
1320.jpg,-0.3
1322.jpg,-0.3
1323.jpg,-0.3
1324.jpg,-0.3
1325.jpg,-0.4
1328.jpg,-0.81
1329.jpg,-0.81
1330.jpg,-0.81
1331.jpg,-0.71
1332.jpg,-0.61
1333.jpg,-0.61
1334.jpg,-0.5
1335.jpg,-0.61
1336.jpg,-0.5
1337.jpg,-0.5
1338.jpg,-0.5
1339.jpg,-0.5
1340.jpg,0.2
1341.jpg,0.2
1342.jpg,0.2
1343.jpg,0.2
1344.jpg,0.1
1346.jpg,0.3
1348.jpg,1.51
1349.jpg,2.12
1350.jpg,0.0
1351.jpg,2.42
1352.jpg,2.42
1353.jpg,2.42
1354.jpg,2.42
1356.jpg,2.42
1358.jpg,2.32
1359.jpg,2.12
1361.jpg,2.02
1362.jpg,2.02
1363.jpg,2.22
1364.jpg,2.42
1365.jpg,0.0
1366.jpg,2.42
1367.jpg,2.62
1368.jpg,2.92
1370.jpg,4.54
1371.jpg,4.64
1372.jpg,4.64
1373.jpg,4.64
1374.jpg,4.94
1375.jpg,5.24
1376.jpg,5.45
1377.jpg,5.55
1378.jpg,5.55
1379.jpg,5.55
1380.jpg,5.55
1382.jpg,5.45
1383.jpg,5.45
1384.jpg,5.45
1386.jpg,5.45
1387.jpg,5.45
1388.jpg,5.45
1389.jpg,5.45
1390.jpg,5.45
1392.jpg,5.04
1393.jpg,4.94
1394.jpg,4.84
1395.jpg,4.84
1396.jpg,4.84
1397.jpg,4.84
1398.jpg,4.64
1399.jpg,4.54
1400.jpg,4.24
1401.jpg,4.13
1403.jpg,4.13
1404.jpg,4.13
1405.jpg,4.13
1406.jpg,4.13
1407.jpg,0.0
1408.jpg,4.13
1409.jpg,4.13
1410.jpg,4.13
1411.jpg,4.13
1412.jpg,4.13
1413.jpg,4.13
1414.jpg,4.13
1415.jpg,4.13
1416.jpg,4.13
1417.jpg,4.13
1418.jpg,4.13
1419.jpg,4.13
1422.jpg,4.13
1423.jpg,4.13
1425.jpg,4.13
1427.jpg,4.13
1428.jpg,4.13
1429.jpg,4.13
1430.jpg,4.03
1431.jpg,4.03
1432.jpg,4.03
1433.jpg,4.03
1436.jpg,4.03
1437.jpg,4.03
1438.jpg,4.03
1439.jpg,4.03
1440.jpg,4.03
1441.jpg,4.03
1442.jpg,4.03
1443.jpg,4.03
1444.jpg,4.03
1445.jpg,4.03
1446.jpg,4.03
1447.jpg,4.03
1448.jpg,4.03
1449.jpg,4.03
1450.jpg,4.03
1451.jpg,0.0
1453.jpg,3.93
1455.jpg,3.93
1456.jpg,3.93
1457.jpg,3.93
1458.jpg,3.93
1459.jpg,3.93
1460.jpg,3.93
1461.jpg,3.93
1462.jpg,3.93
1463.jpg,3.93
1464.jpg,3.93
1465.jpg,3.93
1466.jpg,3.93
1467.jpg,0.0
1469.jpg,3.93
1470.jpg,3.93
1473.jpg,3.83
1474.jpg,3.83
1475.jpg,3.83
1476.jpg,3.83
1477.jpg,3.83
1478.jpg,3.83
1479.jpg,3.83
1480.jpg,3.83
1481.jpg,3.83
1482.jpg,3.83
1483.jpg,3.83
1484.jpg,3.83
1485.jpg,3.83
1486.jpg,3.83
1487.jpg,3.83
1488.jpg,3.53
1489.jpg,3.43
1490.jpg,3.43
1491.jpg,3.43
1492.jpg,0.0
1493.jpg,3.43
1494.jpg,3.43
1495.jpg,3.83
1497.jpg,3.83
1498.jpg,3.83
1499.jpg,3.83
1500.jpg,3.83
1502.jpg,3.83
1503.jpg,3.83
1506.jpg,3.63
1508.jpg,3.53
1509.jpg,3.53
1510.jpg,3.53
1511.jpg,3.53
1513.jpg,3.53
1514.jpg,3.53
1515.jpg,3.53
1516.jpg,3.53
1517.jpg,3.53
1518.jpg,3.53
1519.jpg,3.53
1523.jpg,3.53
1524.jpg,3.53
1525.jpg,3.53
1526.jpg,3.53
1527.jpg,0.0
1529.jpg,3.53
1530.jpg,3.53
1532.jpg,3.43
1533.jpg,3.43
1534.jpg,0.0
1535.jpg,3.43
1536.jpg,3.43
1538.jpg,3.43
1540.jpg,3.43
1541.jpg,3.43
1542.jpg,3.43
1543.jpg,3.43
1544.jpg,3.43
1545.jpg,3.43
1546.jpg,3.43
1547.jpg,3.43
1548.jpg,3.43
1549.jpg,3.43
1551.jpg,3.43
1552.jpg,3.43
1554.jpg,3.43
1555.jpg,3.43
1556.jpg,3.43
1557.jpg,3.43
1558.jpg,3.43
1559.jpg,3.43
1563.jpg,3.43
1564.jpg,3.43
1565.jpg,3.43
1566.jpg,3.43
1567.jpg,3.43
1568.jpg,3.43
1569.jpg,3.43
1570.jpg,3.43
1571.jpg,3.43
1572.jpg,3.43
1574.jpg,3.43
1575.jpg,3.43
1576.jpg,0.0
1577.jpg,3.43
1578.jpg,3.43
1579.jpg,3.33
1580.jpg,3.33
1581.jpg,3.33
1582.jpg,3.23
1583.jpg,3.03
1584.jpg,2.92
1586.jpg,2.92
1587.jpg,2.92
1588.jpg,2.92
1591.jpg,2.92
1592.jpg,2.92
1593.jpg,2.92
1594.jpg,2.92
1595.jpg,2.92
1596.jpg,2.92
1597.jpg,2.92
1598.jpg,2.92
1599.jpg,2.92
1600.jpg,2.92
1602.jpg,2.92
1604.jpg,2.92
1605.jpg,2.92
1606.jpg,2.92
1609.jpg,2.92
1610.jpg,2.92
1611.jpg,2.92
1612.jpg,2.92
1613.jpg,2.92
1615.jpg,2.92
1616.jpg,2.92
1617.jpg,2.92
1619.jpg,2.92
1620.jpg,2.92
1622.jpg,0.0
1623.jpg,2.92
1624.jpg,2.92
1625.jpg,2.92
1626.jpg,2.92
1627.jpg,2.92
1630.jpg,2.92
1631.jpg,2.92
